group	accession	genotype	sequence_length	protein	start	end	strand	source
GII	PQ373139	GII.17	7551	ORF1	5	5113	+	genbank
GII	PQ373139	GII.17	7551	p48	5	1332	+	orf1_relative
GII	PQ373139	GII.17	7551	NTPase	1333	2099	+	orf1_relative
GII	PQ373139	GII.17	7551	p22	2100	2507	+	orf1_relative
GII	PQ373139	GII.17	7551	VPg	2508	2916	+	orf1_relative
GII	PQ373139	GII.17	7551	3CLpro	2917	3478	+	orf1_relative
GII	PQ373139	GII.17	7551	RdRp	4332	5088	+	inferred_from_region_blast
GII	PQ373140	GII.17	7551	VP1	5094	6710	+	genbank
GII	PQ373140	GII.17	7551	VP2	6710	7489	+	genbank
GII	PQ373140	GII.17	7551	ORF1	5	5113	+	genbank
GII	PQ373140	GII.17	7551	p48	5	1332	+	orf1_relative
GII	PQ373140	GII.17	7551	NTPase	1333	2099	+	orf1_relative
GII	PQ373140	GII.17	7551	p22	2100	2507	+	orf1_relative
GII	PQ373140	GII.17	7551	VPg	2508	2916	+	orf1_relative
GII	PQ373140	GII.17	7551	3CLpro	2917	3478	+	orf1_relative
GII	PQ373140	GII.17	7551	RdRp	4332	5088	+	inferred_from_region_blast
GII	PQ373141	GII.17	7548	VP1	5090	6706	+	genbank
GII	PQ373141	GII.17	7548	VP2	6706	7485	+	genbank
GII	PQ373141	GII.17	7548	ORF1	1	5109	+	genbank
GII	PQ373141	GII.17	7548	p48	1	1328	+	orf1_relative
GII	PQ373141	GII.17	7548	NTPase	1329	2095	+	orf1_relative
GII	PQ373141	GII.17	7548	p22	2096	2503	+	orf1_relative
GII	PQ373141	GII.17	7548	VPg	2504	2912	+	orf1_relative
GII	PQ373141	GII.17	7548	3CLpro	2913	3474	+	orf1_relative
GII	PQ373141	GII.17	7548	RdRp	4328	5084	+	inferred_from_region_blast
GII	PQ373142	GII.17	7550	VP1	5094	6710	+	genbank
GII	PQ373142	GII.17	7550	VP2	6710	7489	+	genbank
GII	PQ373142	GII.17	7550	ORF1	5	5113	+	genbank
GII	PQ373142	GII.17	7550	p48	5	1332	+	orf1_relative
GII	PQ373142	GII.17	7550	NTPase	1333	2099	+	orf1_relative
GII	PQ373142	GII.17	7550	p22	2100	2507	+	orf1_relative
GII	PQ373142	GII.17	7550	VPg	2508	2916	+	orf1_relative
GII	PQ373142	GII.17	7550	3CLpro	2917	3478	+	orf1_relative
GII	PQ373142	GII.17	7550	RdRp	4332	5088	+	inferred_from_region_blast
GII	PQ373143	GII.17	7511	VP1	5090	6706	+	genbank
GII	PQ373143	GII.17	7511	VP2	6706	7485	+	genbank
GII	PQ373143	GII.17	7511	ORF1	1	5109	+	genbank
GII	PQ373143	GII.17	7511	p48	1	1328	+	orf1_relative
GII	PQ373143	GII.17	7511	NTPase	1329	2095	+	orf1_relative
GII	PQ373143	GII.17	7511	p22	2096	2503	+	orf1_relative
GII	PQ373143	GII.17	7511	VPg	2504	2912	+	orf1_relative
GII	PQ373143	GII.17	7511	3CLpro	2913	3474	+	orf1_relative
GII	PQ373143	GII.17	7511	RdRp	4328	5084	+	inferred_from_region_blast
GII	PQ373144	GII.17	7547	VP1	5090	6706	+	genbank
GII	PQ373144	GII.17	7547	VP2	6706	7485	+	genbank
GII	PQ373144	GII.17	7547	ORF1	1	5109	+	genbank
GII	PQ373144	GII.17	7547	p48	1	1328	+	orf1_relative
GII	PQ373144	GII.17	7547	NTPase	1329	2095	+	orf1_relative
GII	PQ373144	GII.17	7547	p22	2096	2503	+	orf1_relative
GII	PQ373144	GII.17	7547	VPg	2504	2912	+	orf1_relative
GII	PQ373144	GII.17	7547	3CLpro	2913	3474	+	orf1_relative
GII	PQ373144	GII.17	7547	RdRp	4328	5084	+	inferred_from_region_blast
GII	PQ373145	GII.17	7547	VP1	5090	6706	+	genbank
GII	PQ373145	GII.17	7547	VP2	6706	7485	+	genbank
GII	PQ373145	GII.17	7547	ORF1	1	5109	+	genbank
GII	PQ373145	GII.17	7547	p48	1	1328	+	orf1_relative
GII	PQ373145	GII.17	7547	NTPase	1329	2095	+	orf1_relative
GII	PQ373145	GII.17	7547	p22	2096	2503	+	orf1_relative
GII	PQ373145	GII.17	7547	VPg	2504	2912	+	orf1_relative
GII	PQ373145	GII.17	7547	3CLpro	2913	3474	+	orf1_relative
GII	PQ373145	GII.17	7547	RdRp	4328	5084	+	inferred_from_region_blast
GII	PQ373146	GII.17	7526	VP1	5090	6706	+	genbank
GII	PQ373146	GII.17	7526	VP2	6706	7485	+	genbank
GII	PQ373146	GII.17	7526	ORF1	1	5109	+	genbank
GII	PQ373146	GII.17	7526	p48	1	1328	+	orf1_relative
GII	PQ373146	GII.17	7526	NTPase	1329	2095	+	orf1_relative
GII	PQ373146	GII.17	7526	p22	2096	2503	+	orf1_relative
GII	PQ373146	GII.17	7526	VPg	2504	2912	+	orf1_relative
GII	PQ373146	GII.17	7526	3CLpro	2913	3474	+	orf1_relative
GII	PQ373146	GII.17	7526	RdRp	4328	5084	+	inferred_from_region_blast
GII	PQ373147	GII.17	7496	VP1	5089	6711	+	genbank
GII	PQ373147	GII.17	7496	VP2	6711	7490	+	genbank
GII	PQ373147	GII.17	7496	ORF1	1	5108	+	genbank
GII	PQ373147	GII.17	7496	p48	1	1328	+	orf1_relative
GII	PQ373147	GII.17	7496	NTPase	1329	2094	+	orf1_relative
GII	PQ373147	GII.17	7496	p22	2095	2503	+	orf1_relative
GII	PQ373147	GII.17	7496	VPg	2504	2912	+	orf1_relative
GII	PQ373147	GII.17	7496	3CLpro	2913	3473	+	orf1_relative
GII	PQ373147	GII.17	7496	RdRp	4327	5083	+	inferred_from_region_blast
GII	MG572182	GII.1	7518	VP1	5085	6692	+	genbank
GII	MG572182	GII.1	7518	VP2	6692	7471	+	genbank
GII	MG572182	GII.1	7518	ORF1	5	5104	+	genbank
GII	MG572182	GII.1	7518	p48	5	1330	+	orf1_relative
GII	MG572182	GII.1	7518	NTPase	1331	2095	+	orf1_relative
GII	MG572182	GII.1	7518	p22	2096	2503	+	orf1_relative
GII	MG572182	GII.1	7518	VPg	2504	2911	+	orf1_relative
GII	MG572182	GII.1	7518	3CLpro	2912	3472	+	orf1_relative
GII	MG572182	GII.1	7518	5'UTR	1	4	+	genbank
GII	MG572182	GII.1	7518	3'UTR	7472	7518	+	genbank
GII	MG572182	GII.1	7518	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK483908	GII.1	7539	VP1	5085	6692	+	genbank
GII	MK483908	GII.1	7539	VP2	6692	7471	+	genbank
GII	MK483908	GII.1	7539	ORF1	5	5104	+	genbank
GII	MK483908	GII.1	7539	p48	5	1330	+	orf1_relative
GII	MK483908	GII.1	7539	NTPase	1331	2095	+	orf1_relative
GII	MK483908	GII.1	7539	p22	2096	2503	+	orf1_relative
GII	MK483908	GII.1	7539	VPg	2504	2911	+	orf1_relative
GII	MK483908	GII.1	7539	3CLpro	2912	3472	+	orf1_relative
GII	MK483908	GII.1	7539	5'UTR	1	4	+	genbank
GII	MK483908	GII.1	7539	3'UTR	7472	7518	+	genbank
GII	MK483908	GII.1	7539	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK616584	GII.1	7452	VP1	5045	6652	+	genbank
GII	MK616584	GII.1	7452	VP2	6652	7425	+	genbank
GII	MK616584	GII.1	7452	ORF1	1	5064	+	genbank
GII	MK616584	GII.1	7452	p48	1	1317	+	orf1_relative
GII	MK616584	GII.1	7452	NTPase	1318	2076	+	orf1_relative
GII	MK616584	GII.1	7452	p22	2077	2481	+	orf1_relative
GII	MK616584	GII.1	7452	VPg	2482	2886	+	orf1_relative
GII	MK616584	GII.1	7452	3CLpro	2887	3444	+	orf1_relative
GII	MK616584	GII.1	7452	RdRp	4283	5039	+	inferred_from_region_blast
GII	MK616585	GII.1	7456	VP1	5063	6670	+	genbank
GII	MK616585	GII.1	7456	VP2	6670	7443	+	genbank
GII	MK616585	GII.1	7456	ORF1	1	5082	+	genbank
GII	MK616585	GII.1	7456	p48	1	1321	+	orf1_relative
GII	MK616585	GII.1	7456	NTPase	1322	2084	+	orf1_relative
GII	MK616585	GII.1	7456	p22	2085	2490	+	orf1_relative
GII	MK616585	GII.1	7456	VPg	2491	2897	+	orf1_relative
GII	MK616585	GII.1	7456	3CLpro	2898	3456	+	orf1_relative
GII	MK616585	GII.1	7456	RdRp	4301	5057	+	inferred_from_region_blast
GII	MK753033	GII.1	7486	VP1	5081	6688	+	genbank
GII	MK753033	GII.1	7486	VP2	6688	7461	+	genbank
GII	MK753033	GII.1	7486	ORF1	1	5100	+	genbank
GII	MK753033	GII.1	7486	p48	1	1326	+	orf1_relative
GII	MK753033	GII.1	7486	NTPase	1327	2091	+	orf1_relative
GII	MK753033	GII.1	7486	p22	2092	2499	+	orf1_relative
GII	MK753033	GII.1	7486	VPg	2500	2907	+	orf1_relative
GII	MK753033	GII.1	7486	3CLpro	2908	3468	+	orf1_relative
GII	MK753033	GII.1	7486	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK753034	GII.1	7494	VP1	5085	6692	+	genbank
GII	MK753034	GII.1	7494	VP2	6692	7465	+	genbank
GII	MK753034	GII.1	7494	ORF1	5	5104	+	genbank
GII	MK753034	GII.1	7494	p48	5	1330	+	orf1_relative
GII	MK753034	GII.1	7494	NTPase	1331	2095	+	orf1_relative
GII	MK753034	GII.1	7494	p22	2096	2503	+	orf1_relative
GII	MK753034	GII.1	7494	VPg	2504	2911	+	orf1_relative
GII	MK753034	GII.1	7494	3CLpro	2912	3472	+	orf1_relative
GII	MK753034	GII.1	7494	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT242487	GII.1	7372	VP1	5087	6694	+	genbank
GII	MT242487	GII.1	7372	VP2	6694	7372	+	genbank
GII	MT242487	GII.1	7372	ORF1	1	5106	+	genbank
GII	MT242487	GII.1	7372	p48	1	1328	+	orf1_relative
GII	MT242487	GII.1	7372	NTPase	1329	2093	+	orf1_relative
GII	MT242487	GII.1	7372	p22	2094	2502	+	orf1_relative
GII	MT242487	GII.1	7372	VPg	2503	2910	+	orf1_relative
GII	MT242487	GII.1	7372	3CLpro	2911	3472	+	orf1_relative
GII	MT242487	GII.1	7372	RdRp	4325	5081	+	inferred_from_region_blast
GII	MW661263	GII.1	7469	VP1	5085	6692	+	genbank
GII	MW661263	GII.1	7469	VP2	6692	7465	+	genbank
GII	MW661263	GII.1	7469	ORF1	5	5104	+	genbank
GII	MW661263	GII.1	7469	p48	5	1330	+	orf1_relative
GII	MW661263	GII.1	7469	NTPase	1331	2095	+	orf1_relative
GII	MW661263	GII.1	7469	p22	2096	2503	+	orf1_relative
GII	MW661263	GII.1	7469	VPg	2504	2911	+	orf1_relative
GII	MW661263	GII.1	7469	3CLpro	2912	3472	+	orf1_relative
GII	MW661263	GII.1	7469	RdRp	4323	5079	+	inferred_from_region_blast
GII	MW661266	GII.1	7511	VP1	5085	6692	+	genbank
GII	MW661266	GII.1	7511	VP2	6692	7465	+	genbank
GII	MW661266	GII.1	7511	ORF1	5	5104	+	genbank
GII	MW661266	GII.1	7511	p48	5	1330	+	orf1_relative
GII	MW661266	GII.1	7511	NTPase	1331	2095	+	orf1_relative
GII	MW661266	GII.1	7511	p22	2096	2503	+	orf1_relative
GII	MW661266	GII.1	7511	VPg	2504	2911	+	orf1_relative
GII	MW661266	GII.1	7511	3CLpro	2912	3472	+	orf1_relative
GII	MW661266	GII.1	7511	RdRp	4323	5079	+	inferred_from_region_blast
GII	MW661267	GII.1	7474	VP1	5085	6692	+	genbank
GII	MW661267	GII.1	7474	VP2	6692	7465	+	genbank
GII	MW661267	GII.1	7474	ORF1	5	5104	+	genbank
GII	MW661267	GII.1	7474	p48	5	1330	+	orf1_relative
GII	MW661267	GII.1	7474	NTPase	1331	2095	+	orf1_relative
GII	MW661267	GII.1	7474	p22	2096	2503	+	orf1_relative
GII	MW661267	GII.1	7474	VPg	2504	2911	+	orf1_relative
GII	MW661267	GII.1	7474	3CLpro	2912	3472	+	orf1_relative
GII	MW661267	GII.1	7474	RdRp	4323	5079	+	inferred_from_region_blast
GII	MW661268	GII.1	7526	VP1	5082	6689	+	genbank
GII	MW661268	GII.1	7526	VP2	6689	7462	+	genbank
GII	MW661268	GII.1	7526	ORF1	2	5101	+	genbank
GII	MW661268	GII.1	7526	p48	2	1327	+	orf1_relative
GII	MW661268	GII.1	7526	NTPase	1328	2092	+	orf1_relative
GII	MW661268	GII.1	7526	p22	2093	2500	+	orf1_relative
GII	MW661268	GII.1	7526	VPg	2501	2908	+	orf1_relative
GII	MW661268	GII.1	7526	3CLpro	2909	3469	+	orf1_relative
GII	MW661268	GII.1	7526	RdRp	4320	5076	+	inferred_from_region_blast
GII	MW661269	GII.1	7544	VP1	5083	6690	+	genbank
GII	MW661269	GII.1	7544	VP2	6690	7463	+	genbank
GII	MW661269	GII.1	7544	ORF1	3	5102	+	genbank
GII	MW661269	GII.1	7544	p48	3	1328	+	orf1_relative
GII	MW661269	GII.1	7544	NTPase	1329	2093	+	orf1_relative
GII	MW661269	GII.1	7544	p22	2094	2501	+	orf1_relative
GII	MW661269	GII.1	7544	VPg	2502	2909	+	orf1_relative
GII	MW661269	GII.1	7544	3CLpro	2910	3470	+	orf1_relative
GII	MW661269	GII.1	7544	RdRp	4321	5077	+	inferred_from_region_blast
GII	MW661270	GII.1	7544	VP1	5084	6691	+	genbank
GII	MW661270	GII.1	7544	VP2	6691	7464	+	genbank
GII	MW661270	GII.1	7544	ORF1	4	5103	+	genbank
GII	MW661270	GII.1	7544	p48	4	1329	+	orf1_relative
GII	MW661270	GII.1	7544	NTPase	1330	2094	+	orf1_relative
GII	MW661270	GII.1	7544	p22	2095	2502	+	orf1_relative
GII	MW661270	GII.1	7544	VPg	2503	2910	+	orf1_relative
GII	MW661270	GII.1	7544	3CLpro	2911	3471	+	orf1_relative
GII	MW661270	GII.1	7544	RdRp	4322	5078	+	inferred_from_region_blast
GII	MW661271	GII.1	7518	VP1	5085	6692	+	genbank
GII	MW661271	GII.1	7518	VP2	6692	7465	+	genbank
GII	MW661271	GII.1	7518	ORF1	5	5104	+	genbank
GII	MW661271	GII.1	7518	p48	5	1330	+	orf1_relative
GII	MW661271	GII.1	7518	NTPase	1331	2095	+	orf1_relative
GII	MW661271	GII.1	7518	p22	2096	2503	+	orf1_relative
GII	MW661271	GII.1	7518	VPg	2504	2911	+	orf1_relative
GII	MW661271	GII.1	7518	3CLpro	2912	3472	+	orf1_relative
GII	MW661271	GII.1	7518	RdRp	4323	5079	+	inferred_from_region_blast
GII	MW661272	GII.1	7529	VP1	5085	6692	+	genbank
GII	MW661272	GII.1	7529	VP2	6692	7465	+	genbank
GII	MW661272	GII.1	7529	ORF1	5	5104	+	genbank
GII	MW661272	GII.1	7529	p48	5	1330	+	orf1_relative
GII	MW661272	GII.1	7529	NTPase	1331	2095	+	orf1_relative
GII	MW661272	GII.1	7529	p22	2096	2503	+	orf1_relative
GII	MW661272	GII.1	7529	VPg	2504	2911	+	orf1_relative
GII	MW661272	GII.1	7529	3CLpro	2912	3472	+	orf1_relative
GII	MW661272	GII.1	7529	RdRp	4323	5079	+	inferred_from_region_blast
GII	OL898506	GII.1	7520	VP1	5091	6698	+	genbank
GII	OL898506	GII.1	7520	VP2	6698	7471	+	genbank
GII	OL898506	GII.1	7520	ORF1	5	5110	+	genbank
GII	OL898506	GII.1	7520	p48	5	1332	+	orf1_relative
GII	OL898506	GII.1	7520	NTPase	1333	2097	+	orf1_relative
GII	OL898506	GII.1	7520	p22	2098	2506	+	orf1_relative
GII	OL898506	GII.1	7520	VPg	2507	2914	+	orf1_relative
GII	OL898506	GII.1	7520	3CLpro	2915	3476	+	orf1_relative
GII	OL898506	GII.1	7520	RdRp	4329	5085	+	inferred_from_region_blast
GII	OP729310	GII.20	7245	VP1	4851	6464	+	genbank
GII	OP729310	GII.20	7245	VP2	6464	7240	+	genbank
GII	OP729310	GII.20	7245	ORF1	1	4870	+	genbank
GII	OP729310	GII.20	7245	p48	1	1266	+	orf1_relative
GII	OP729310	GII.20	7245	NTPase	1267	1997	+	orf1_relative
GII	OP729310	GII.20	7245	p22	1998	2386	+	orf1_relative
GII	OP729310	GII.20	7245	VPg	2387	2776	+	orf1_relative
GII	OP729310	GII.20	7245	3CLpro	2777	3312	+	orf1_relative
GII	OP729310	GII.20	7245	RdRp	4089	4845	+	inferred_from_region_blast
GII	OP729311	GII.20	7245	VP1	4851	6464	+	genbank
GII	OP729311	GII.20	7245	VP2	6464	7240	+	genbank
GII	OP729311	GII.20	7245	ORF1	1	4870	+	genbank
GII	OP729311	GII.20	7245	p48	1	1266	+	orf1_relative
GII	OP729311	GII.20	7245	NTPase	1267	1997	+	orf1_relative
GII	OP729311	GII.20	7245	p22	1998	2386	+	orf1_relative
GII	OP729311	GII.20	7245	VPg	2387	2776	+	orf1_relative
GII	OP729311	GII.20	7245	3CLpro	2777	3312	+	orf1_relative
GII	OP729311	GII.20	7245	RdRp	4089	4845	+	inferred_from_region_blast
GII	OP729312	GII.20	7245	VP1	4851	6464	+	genbank
GII	OP729312	GII.20	7245	VP2	6464	7240	+	genbank
GII	OP729312	GII.20	7245	ORF1	1	4870	+	genbank
GII	OP729312	GII.20	7245	p48	1	1266	+	orf1_relative
GII	OP729312	GII.20	7245	NTPase	1267	1997	+	orf1_relative
GII	OP729312	GII.20	7245	p22	1998	2386	+	orf1_relative
GII	OP729312	GII.20	7245	VPg	2387	2776	+	orf1_relative
GII	OP729312	GII.20	7245	3CLpro	2777	3312	+	orf1_relative
GII	OP729312	GII.20	7245	RdRp	4089	4845	+	inferred_from_region_blast
GII	OP729313	GII.20	7245	VP1	4851	6464	+	genbank
GII	OP729313	GII.20	7245	VP2	6464	7240	+	genbank
GII	OP729313	GII.20	7245	ORF1	1	4870	+	genbank
GII	OP729313	GII.20	7245	p48	1	1266	+	orf1_relative
GII	OP729313	GII.20	7245	NTPase	1267	1997	+	orf1_relative
GII	OP729313	GII.20	7245	p22	1998	2386	+	orf1_relative
GII	OP729313	GII.20	7245	VPg	2387	2776	+	orf1_relative
GII	OP729313	GII.20	7245	3CLpro	2777	3312	+	orf1_relative
GII	OP729313	GII.20	7245	RdRp	4089	4845	+	inferred_from_region_blast
GII	OP729314	GII.20	7245	VP1	4851	6464	+	genbank
GII	OP729314	GII.20	7245	VP2	6464	7240	+	genbank
GII	OP729314	GII.20	7245	ORF1	1	4870	+	genbank
GII	OP729314	GII.20	7245	p48	1	1266	+	orf1_relative
GII	OP729314	GII.20	7245	NTPase	1267	1997	+	orf1_relative
GII	OP729314	GII.20	7245	p22	1998	2386	+	orf1_relative
GII	OP729314	GII.20	7245	VPg	2387	2776	+	orf1_relative
GII	OP729314	GII.20	7245	3CLpro	2777	3312	+	orf1_relative
GII	OP729314	GII.20	7245	RdRp	4089	4845	+	inferred_from_region_blast
GII	KJ196284	GII.21	7491	VP1	5085	6704	+	genbank
GII	KJ196284	GII.21	7491	VP2	6704	7462	+	genbank
GII	KJ196284	GII.21	7491	ORF1	5	5104	+	genbank
GII	KJ196284	GII.21	7491	p48	5	1330	+	orf1_relative
GII	KJ196284	GII.21	7491	NTPase	1331	2095	+	orf1_relative
GII	KJ196284	GII.21	7491	p22	2096	2503	+	orf1_relative
GII	KJ196284	GII.21	7491	VPg	2504	2911	+	orf1_relative
GII	KJ196284	GII.21	7491	3CLpro	2912	3472	+	orf1_relative
GII	KJ196284	GII.21	7491	RdRp	4323	5079	+	inferred_from_region_blast
GII	KX079488	GII.21	7510	VP1	5085	6707	+	genbank
GII	KX079488	GII.21	7510	VP2	6707	7465	+	genbank
GII	KX079488	GII.21	7510	ORF1	5	5104	+	genbank
GII	KX079488	GII.21	7510	p48	5	1330	+	orf1_relative
GII	KX079488	GII.21	7510	NTPase	1331	2095	+	orf1_relative
GII	KX079488	GII.21	7510	p22	2096	2503	+	orf1_relative
GII	KX079488	GII.21	7510	VPg	2504	2911	+	orf1_relative
GII	KX079488	GII.21	7510	3CLpro	2912	3472	+	orf1_relative
GII	KX079488	GII.21	7510	RdRp	4323	5079	+	inferred_from_region_blast
GII	MH702257	GII.21	5836	VP1	3851	5473	+	genbank
GII	MH702257	GII.21	5836	VP2	5473	5836	+	genbank
GII	MH702257	GII.21	5836	ORF1	1	3870	+	genbank
GII	MH702257	GII.21	5836	p48	1	1006	+	orf1_relative
GII	MH702257	GII.21	5836	NTPase	1007	1587	+	orf1_relative
GII	MH702257	GII.21	5836	p22	1588	1896	+	orf1_relative
GII	MH702257	GII.21	5836	VPg	1897	2206	+	orf1_relative
GII	MH702257	GII.21	5836	3CLpro	2207	2632	+	orf1_relative
GII	MH702257	GII.21	5836	RdRp	3089	3845	+	inferred_from_region_blast
GII	MH702285	GII.21	7326	VP1	4996	6618	+	genbank
GII	MH702285	GII.21	7326	VP2	6618	7326	+	genbank
GII	MH702285	GII.21	7326	ORF1	1	5015	+	genbank
GII	MH702285	GII.21	7326	p48	1	1304	+	orf1_relative
GII	MH702285	GII.21	7326	NTPase	1305	2056	+	orf1_relative
GII	MH702285	GII.21	7326	p22	2057	2457	+	orf1_relative
GII	MH702285	GII.21	7326	VPg	2458	2859	+	orf1_relative
GII	MH702285	GII.21	7326	3CLpro	2860	3410	+	orf1_relative
GII	MH702285	GII.21	7326	RdRp	4234	4990	+	inferred_from_region_blast
GII	MW305706	GII.21	7459	VP1	5050	6672	+	genbank
GII	MW305706	GII.21	7459	VP2	6672	7430	+	genbank
GII	MW305706	GII.21	7459	ORF1	1	5069	+	genbank
GII	MW305706	GII.21	7459	p48	1	1318	+	orf1_relative
GII	MW305706	GII.21	7459	NTPase	1319	2078	+	orf1_relative
GII	MW305706	GII.21	7459	p22	2079	2484	+	orf1_relative
GII	MW305706	GII.21	7459	VPg	2485	2889	+	orf1_relative
GII	MW305706	GII.21	7459	3CLpro	2890	3447	+	orf1_relative
GII	MW305706	GII.21	7459	RdRp	4288	5044	+	inferred_from_region_blast
GII	MW305711	GII.21	7459	VP1	5050	6672	+	genbank
GII	MW305711	GII.21	7459	VP2	6672	7430	+	genbank
GII	MW305711	GII.21	7459	ORF1	1	5069	+	genbank
GII	MW305711	GII.21	7459	p48	1	1318	+	orf1_relative
GII	MW305711	GII.21	7459	NTPase	1319	2078	+	orf1_relative
GII	MW305711	GII.21	7459	p22	2079	2484	+	orf1_relative
GII	MW305711	GII.21	7459	VPg	2485	2889	+	orf1_relative
GII	MW305711	GII.21	7459	3CLpro	2890	3447	+	orf1_relative
GII	MW305711	GII.21	7459	RdRp	4288	5044	+	inferred_from_region_blast
GII	MW305712	GII.21	7459	VP1	5050	6672	+	genbank
GII	MW305712	GII.21	7459	VP2	6672	7430	+	genbank
GII	MW305712	GII.21	7459	ORF1	1	5069	+	genbank
GII	MW305712	GII.21	7459	p48	1	1318	+	orf1_relative
GII	MW305712	GII.21	7459	NTPase	1319	2078	+	orf1_relative
GII	MW305712	GII.21	7459	p22	2079	2484	+	orf1_relative
GII	MW305712	GII.21	7459	VPg	2485	2889	+	orf1_relative
GII	MW305712	GII.21	7459	3CLpro	2890	3447	+	orf1_relative
GII	MW305712	GII.21	7459	RdRp	4288	5044	+	inferred_from_region_blast
GII	MF352144	GII.24	7497	VP1	5054	6682	+	genbank
GII	MF352144	GII.24	7497	VP2	6682	7446	+	genbank
GII	MF352144	GII.24	7497	ORF1	91	5073	+	genbank
GII	MF352144	GII.24	7497	p48	91	1386	+	orf1_relative
GII	MF352144	GII.24	7497	NTPase	1387	2133	+	orf1_relative
GII	MF352144	GII.24	7497	p22	2134	2532	+	orf1_relative
GII	MF352144	GII.24	7497	VPg	2533	2930	+	orf1_relative
GII	MF352144	GII.24	7497	3CLpro	2931	3478	+	orf1_relative
GII	MF352144	GII.24	7497	RdRp	4292	5048	+	inferred_from_region_blast
GII	MG572732	GII.24	7497	VP1	5054	6682	+	genbank
GII	MG572732	GII.24	7497	VP2	6682	7446	+	genbank
GII	MG572732	GII.24	7497	ORF1	91	5073	+	genbank
GII	MG572732	GII.24	7497	p48	91	1386	+	orf1_relative
GII	MG572732	GII.24	7497	NTPase	1387	2133	+	orf1_relative
GII	MG572732	GII.24	7497	p22	2134	2532	+	orf1_relative
GII	MG572732	GII.24	7497	VPg	2533	2930	+	orf1_relative
GII	MG572732	GII.24	7497	3CLpro	2931	3478	+	orf1_relative
GII	MG572732	GII.24	7497	RdRp	4292	5048	+	inferred_from_region_blast
GII	MK733202	GII.24	7314	VP1	4884	6515	+	genbank
GII	MK733202	GII.24	7314	VP2	6515	7279	+	genbank
GII	MK733202	GII.24	7314	ORF1	1	4903	+	genbank
GII	MK733202	GII.24	7314	p48	1	1275	+	orf1_relative
GII	MK733202	GII.24	7314	NTPase	1276	2010	+	orf1_relative
GII	MK733202	GII.24	7314	p22	2011	2402	+	orf1_relative
GII	MK733202	GII.24	7314	VPg	2403	2795	+	orf1_relative
GII	MK733202	GII.24	7314	3CLpro	2796	3334	+	orf1_relative
GII	MK733202	GII.24	7314	RdRp	4122	4878	+	inferred_from_region_blast
GII	MK733203	GII.24	7302	VP1	4877	6508	+	genbank
GII	MK733203	GII.24	7302	VP2	6508	7272	+	genbank
GII	MK733203	GII.24	7302	ORF1	1	4896	+	genbank
GII	MK733203	GII.24	7302	p48	1	1273	+	orf1_relative
GII	MK733203	GII.24	7302	NTPase	1274	2007	+	orf1_relative
GII	MK733203	GII.24	7302	p22	2008	2399	+	orf1_relative
GII	MK733203	GII.24	7302	VPg	2400	2791	+	orf1_relative
GII	MK733203	GII.24	7302	3CLpro	2792	3329	+	orf1_relative
GII	MK733203	GII.24	7302	RdRp	4115	4871	+	inferred_from_region_blast
GII	MK733204	GII.24	7314	VP1	4878	6509	+	genbank
GII	MK733204	GII.24	7314	VP2	6509	7273	+	genbank
GII	MK733204	GII.24	7314	ORF1	1	4897	+	genbank
GII	MK733204	GII.24	7314	p48	1	1273	+	orf1_relative
GII	MK733204	GII.24	7314	NTPase	1274	2008	+	orf1_relative
GII	MK733204	GII.24	7314	p22	2009	2400	+	orf1_relative
GII	MK733204	GII.24	7314	VPg	2401	2791	+	orf1_relative
GII	MK733204	GII.24	7314	3CLpro	2792	3330	+	orf1_relative
GII	MK733204	GII.24	7314	RdRp	4116	4872	+	inferred_from_region_blast
GII	MK733205	GII.24	7308	VP1	4872	6503	+	genbank
GII	MK733205	GII.24	7308	VP2	6503	7267	+	genbank
GII	MK733205	GII.24	7308	ORF1	1	4891	+	genbank
GII	MK733205	GII.24	7308	p48	1	1272	+	orf1_relative
GII	MK733205	GII.24	7308	NTPase	1273	2005	+	orf1_relative
GII	MK733205	GII.24	7308	p22	2006	2397	+	orf1_relative
GII	MK733205	GII.24	7308	VPg	2398	2788	+	orf1_relative
GII	MK733205	GII.24	7308	3CLpro	2789	3326	+	orf1_relative
GII	MK733205	GII.24	7308	RdRp	4110	4866	+	inferred_from_region_blast
GII	KY225989	GII.25	7214	VP1	4851	6479	+	genbank
GII	KY225989	GII.25	7214	VP2	6479	7214	+	genbank
GII	KY225989	GII.25	7214	ORF1	1	4870	+	genbank
GII	KY225989	GII.25	7214	p48	1	1266	+	orf1_relative
GII	KY225989	GII.25	7214	NTPase	1267	1997	+	orf1_relative
GII	KY225989	GII.25	7214	p22	1998	2386	+	orf1_relative
GII	KY225989	GII.25	7214	VPg	2387	2776	+	orf1_relative
GII	KY225989	GII.25	7214	3CLpro	2777	3312	+	orf1_relative
GII	KY225989	GII.25	7214	RdRp	4089	4845	+	inferred_from_region_blast
GII	MG495081	GII.25	7241	VP1	4849	6477	+	genbank
GII	MG495081	GII.25	7241	VP2	6477	7241	+	genbank
GII	MG495081	GII.25	7241	ORF1	1	4868	+	genbank
GII	MG495081	GII.25	7241	p48	1	1266	+	orf1_relative
